,0,1,2,3,4
0,-0.5641013723332186,0.4784967078059426,-0.7639877392181624,-0.018444920288614337,0.46331445140493144
1,-0.43100442920065407,-0.5242647207355083,0.872540744025378,-0.05099521370716623,1.5120125217241762
2,-0.5173822660612508,0.005872982773948183,0.5945047033211229,-0.07575027298931516,-0.2427845059815756
3,-0.6200071200201737,0.27042795879683484,0.12857313809290066,-0.6607319420591757,0.17674047003524687
4,-0.3969454243893345,0.06745548827413511,0.32406228154559213,-0.44121896712670705,-0.43030142304612456
5,-0.21142971021991888,-0.019802508024487183,-0.7079699077340059,0.016384015333060213,0.6378631693048854
6,-0.7278845214720054,0.08757059481076368,0.5699540505927952,-0.2482910654921294,0.4571213237302734
7,-0.33186655189183517,-0.08138501352467412,-0.4375274859584751,0.3818527094704521,0.8253800863694343
8,0.6808441728044805,-0.6368075391691659,0.008801459232289994,-0.04266379910498342,-0.040185589759665234
9,-0.3035342951056334,-0.02528224985126221,0.369958413411863,0.15634845988113252,-0.37204917785863795
10,-0.74044396169209,0.2088454532966479,0.39901555986843146,-0.29526324792178393,0.3642573870997958
11,-0.1372561689101868,0.35734995354667093,-1.3311058650063168,0.6238026832938216,0.8284070114142931
12,0.35967936424416763,-0.5394170361711799,0.07988067431534933,-0.15048691127285482,-0.6883871677522532
14,-0.7367196701119113,-0.008460844487199751,1.0919730796738765,0.4876350828470164,-0.046261691376108076
15,0.3780063324919782,-0.8790824652149277,0.29364930597822,0.06425096248919798,0.5008820107523352
16,0.126761379702838,-0.11330725413269241,-0.04314577997206769,0.2354742883391721,-0.7379493151106012
17,-0.3987206922529271,0.04145068952812766,0.08236336887007512,-0.1762461828861423,-0.1610698699382163
18,0.06461305584552797,0.16409882242760493,-0.6298289042179162,-0.435008653419698,-0.4418409673286036
19,-0.4706902430495174,0.3857589696805453,-0.7180916073518916,0.5791225067192252,0.5215666965924179
20,-0.34776286857163724,0.45323997267097965,-0.25531896808738835,-0.09625476391988902,-0.18163933258462603
21,-0.31461437774577944,0.26698225672928144,-0.6390184222566813,0.5042381721663972,0.7645906314586368
22,-0.40717476854127743,0.4185562838635297,-0.5668890081533177,-0.27137939268298295,0.08271648250766397
23,0.23057314076956487,0.2336030812605877,-1.2228271926249321,0.37842022374456036,-0.21373743341925133
25,-0.3502534013776011,0.44734147518073225,-0.9885340291274224,0.21365381258183333,0.334049779527869
26,-0.2673354579068741,-0.22787125703359495,0.18459096957705717,-0.6259030064375012,0.3512891879352008
27,0.5292778543023919,1.11634383588122,0.8158558303002723,0.1561494973116629,0.3116992966766065
28,0.36766439689990665,0.15995306175708143,-0.7703878313892117,0.0324349899627959,-0.28231723539727427
29,-0.14686971873870686,-0.11847507503760774,0.05805186888819588,-0.6391975740932785,-0.6012191541921382
30,-0.74044396169209,0.2088454532966479,0.39901555986843146,-0.29526324792178393,0.3642573870997958
31,0.2625359205558944,-0.08243145391148748,-0.2358983927404704,-0.1562452680950233,-0.0565445071937734
32,0.14324821977300664,-0.1736041288531072,0.3582766580972788,-0.3532509428347533,-0.3078937838667438
33,0.3570961907286241,-0.20475936147831758,0.1337303681880188,-0.12115220996430555,-0.4371584557438062
34,-0.74044396169209,0.2088454532966479,0.39901555986843146,-0.29526324792178393,0.3642573870997958
35,-0.3502534013776011,0.44734147518073225,-0.9885340291274224,0.21365381258183333,0.334049779527869
36,-0.8804624961023382,-0.2719174213172142,1.3017255683783677,0.1075778215094807,0.0856901667124262
37,-0.3969454243893345,0.06745548827413511,0.32406228154559213,-0.44121896712670705,-0.43030142304612456
38,0.017575908302150556,0.32359460289464903,-0.8802553567460378,-0.03172864696742793,-0.7080946653056752
39,-0.5173822660612508,0.005872982773948183,0.5945047033211229,-0.07575027298931516,-0.2427845059815756
40,0.06185726880845513,-0.22617748582043068,-0.15909639105899345,-0.20168399734989956,-1.031893430796079
41,-0.43495995002303145,0.002748404599191065,0.4150165976813826,-0.48492736176637985,0.029687395332447054
42,-0.03268993662803114,-0.24541486201280094,-0.05312223021052357,-0.4100566480836761,-0.1361521691491182
43,0.4721171852573185,-0.5291051283863429,0.2259497191794793,-0.4801773758483624,0.39048868684427546
44,0.8237732278938971,-0.8481207865248674,-0.1889483056733226,-0.2880946237209427,0.6002780890937089
45,-0.6200071200201737,0.27042795879683484,0.12857313809290066,-0.6607319420591757,0.17674047003524687
46,0.8979467692036291,-0.4709683249537093,-0.8120842629456334,0.3193240442398187,0.7908219312031165
47,0.685965156212936,-0.5602603610115533,0.0014034292702193199,-0.24807864297791468,0.2612240149672131
48,0.20321876985904927,-0.2821166161751753,0.16791939424502186,-0.5750339371630546,-0.17544172428373728
49,-0.44311111732499503,-0.11824473849385372,0.7733288661579395,0.49325873090649014,-0.29098315800135915
50,0.052848986654398224,0.2799318775569962,-1.406759013811456,0.6476070706555515,0.5250372206852728
51,-0.6845382140051348,0.41691420230575565,-0.49354531744263164,0.34702377384877753,0.6508313684694804
52,-0.3382659237421476,0.018068066734913672,0.2934673170099725,-1.0586904014124894,-0.33193464058405975
53,0.14475589257387367,-0.1399171861924057,-0.5037268036184257,-0.17879285076412332,0.17405706013731181
54,-0.39707894580164194,-0.08223789997633738,0.47124550882033217,-0.03599841475533037,-0.026675913658084686
55,0.06596263274018944,0.029653250029087162,-0.6374102773580226,-0.24984502471708564,-0.6952431417197211
56,0.36681365841170355,0.10111677274823051,-0.8884133773588462,0.21048512780433654,0.341304668366212
57,-0.14821929563336833,0.015970497360910052,0.06563324202830222,-0.8243612027958909,-0.3478169798010207
58,0.37656258772736334,1.0493765496380385,1.1561693881184223,0.7517875227058304,0.18009630512115085
59,-0.2929660889343508,0.3394301733841368,-0.5341597861653676,0.309935659808234,-0.21720795751210606
60,-0.6835225945284137,0.23763064461385042,-0.02262946110567316,0.18976995734303237,0.6155906841200008
61,-0.19627206265346686,0.35474983551985945,-0.6557090668367779,-0.26382737983787563,-0.5788299934286129
62,0.14245090382424,-0.605139528489591,0.15540352690264003,0.920540091151,-0.8111021517790367
63,-0.5630857528564974,0.2992131501140374,-0.293071882881204,-0.17569873679435952,0.4280737670554519
64,-0.4580488799220178,-0.5704627707253748,1.068111534052099,0.17299826313233443,0.4386993732228922
65,-0.8065925009569337,0.3038600038297218,-0.35362475959610795,0.1332365720071437,1.519729008399664
66,-0.43091758393230983,0.37229344049906543,-0.41799586704919706,-0.47967373819170067,-0.09138863634429387
67,-0.25435173928793614,0.36050223454558233,-0.20942283622111746,0.5013126630879505,-0.12338708739713947
68,-0.18851330057693894,-0.34962801675928756,0.4621777644033235,-0.20267670600292428,0.4555979647294437
69,-0.7414595811688112,0.3881290109885532,-0.07190029646852693,-0.13800943141603875,0.39949807144927535
70,0.15639959945983278,-0.14354938031057038,-0.5996912353526214,-0.22899844421620105,-0.40428127552865895
71,0.22452819574180333,0.04795633540624263,-0.42848982889850207,0.1971962522773345,0.0463159511578203
72,-0.518397885537972,0.18515654046585345,0.12358884698416453,0.08150354351643,-0.2075438216320961
73,-0.3962790115946193,-0.200762023416512,0.519914707377756,0.5302034909469987,-0.37120010983108714
74,0.3358766676151798,-0.3966188198739857,-0.10846409608660668,-0.3122422799081385,-0.16455341494118791
75,-0.40717476854127743,0.4185562838635297,-0.5668890081533177,-0.27137939268298295,0.08271648250766397
76,-0.1423771523186422,0.28080277538905835,-1.3237078350442462,0.8292175271667529,0.5269974066874147
77,-0.3502534013776011,0.44734147518073225,-0.9885340291274224,0.21365381258183333,0.334049779527869
78,-0.1601482458130161,0.36992339919105754,-1.0641871779325618,0.23745819994356326,0.03067998879884879
79,0.6849495367362148,-0.380976803319648,-0.46951242706673907,-0.09082482647216954,0.29646469931669256
80,-0.3502534013776011,0.44734147518073225,-0.9885340291274224,0.21365381258183333,0.334049779527869
81,-0.4747956069812517,0.12992823383102745,-0.2397777210528625,0.6272835340864114,0.1849164075160602
82,-0.6200071200201737,0.27042795879683484,0.12857313809290066,-0.6607319420591757,0.17674047003524687
83,-0.4173425242355041,0.07173502432127589,0.2238584800121251,-0.5899553722677914,-0.03376538406329579
84,0.06697825221691057,-0.14963030766281812,-0.16649442102106413,-0.4070988412228308,-0.7304838260692007
85,0.04172596886512118,-0.5089774809348143,0.16903857920142396,0.7097190376451468,0.07712564663633813
86,-0.3502534013776011,0.44734147518073225,-0.9885340291274224,0.21365381258183333,0.334049779527869
87,-0.14923491511008943,0.19525405505281532,-0.4052826143086562,-0.6671073862901458,-0.31257629545154125
88,-0.5497942123766705,-0.14920518621951906,0.8115590666384822,0.5596396106388372,-0.15827890521354035
89,1.032500215441059,-0.9558231973076904,-0.4060965656205119,0.14941895302243627,0.16960381248976822
