,index,0,1,2,3,4,5,6,7,8,9,color
26,Banking & Insurance,0.029456667106267174,0.34852295004438316,-0.02140498197179192,-0.2569376372163674,-0.31436334075036915,-0.03191704199350973,-0.3168968329774948,0.8336081384508248,-0.05620157442921816,-0.6264030371362088,Industry
27,Consulting,0.30787442157682554,-0.03855367282477629,-0.13019913340455838,-0.2815871161904128,0.01387846015074485,0.03532579407959432,-0.1489281237742184,-0.6500824606333736,-1.834412151640643,1.4884113765246447,Industry
28,Culture,0.3722765159312515,0.09983970642111828,-0.13752597211811465,0.45542772683940785,-0.012675501398553354,-0.21443078864528659,-0.020676165229683723,1.0384730280312822,0.6004496184188952,0.37394441857860955,Industry
29,Education,-0.14326404349730285,-0.0908089778912055,0.07901212440764228,1.3577793270900507,-0.20656379858585355,0.026195514719662402,0.4197422343306375,-1.153879267010829,0.3992339055700226,-0.631929963516403,Industry
30,Health,-0.021489823546882475,0.09954792263616205,0.43137197210940353,0.11466035471430137,-0.3458490883031281,0.1561994877152328,0.022679155354599242,0.391563510628622,0.18520503430828283,-0.49310027172380383,Industry
31,Industry,-0.11390719287523769,0.1553973711816302,-0.40319210527383553,-0.4199065861060432,0.11786568799141542,0.07997068230816014,-0.015680166129375343,-0.187358177857617,-0.8278643580703363,-0.05810734417891559,Industry
32,Law,-0.12272181875740064,-1.3273170949685564,3.5676150734683256,-1.5997026794431777,-0.512549098154751,-0.01990532205570503,0.33473893998964416,-0.18291843073212105,0.4463989365747782,-0.021208504330695325,Industry
33,Non profit Organization,0.39776822663999223,-0.17907239630032948,0.003213474136130308,0.738573069667044,0.004319868417839479,-0.18444650565873025,-0.019852388263239942,0.6660117048326126,0.005302250433504981,0.8209556899120752,Industry
34,Other,0.20906852702046344,0.406088460983465,0.09639142844689103,0.37319935073797206,-0.17768711535903797,0.2261430364292052,-0.23127571971342684,0.38644263875997886,0.7142062397807882,-0.17202553111065794,Industry
35,Public & Government,-0.2917669424970133,-0.23996036204122542,0.13345153185271397,0.45802637098535426,-0.17889529988686997,-0.0024950959154529146,-0.1551493645833851,-0.08993987611592234,-0.6001779958743212,1.5074557234306742,Industry
36,Technology & Science,-0.2682162437555084,0.10369438801899819,-0.6970145761591118,-0.9977332923786972,0.4319528978234394,0.07109931008632275,0.043171308313801594,-0.5560209091150086,0.4488911563468566,0.25957636828563335,Industry
37,Unidentified,0.16195294021441592,0.26929768423353856,-0.2607795202392209,-0.2979355628220759,0.15696253104881247,0.10624451906429923,-0.07710974122232994,1.0408823716989999,-0.02389578599326392,-0.9986389308082152,Industry
38,bad payed,0.7368671721382175,0.37607455881902546,0.13027495677386722,0.5343833768009539,-0.35064271635855515,0.04826247728788235,0.025077891924798732,0.23325750581933016,0.4712326685120334,-0.1282530127236658,Salary
39,well payed,-0.3217867626994902,-0.1642301616787371,-0.05689052000977942,-0.23336294974604432,0.1531241841508046,-0.02107601873653876,-0.01095140883314445,-0.10186256154573341,-0.20578530380002596,0.05600754563546175,Salary
