,index,0,1,2,3,4,5,6,7,8,9,color
31,industry_Education,-0.08710945946065941,-0.12240866370369653,0.023344933860299948,-0.53267699762041,0.4998715639473095,-0.3190873747255188,-0.3861548925402402,1.2525374229667572,-0.5167167249795428,0.7620100414259391,Industry
32,industry_Energy,1.068819028444784,-0.5453624135414774,-0.45209942142605436,0.16787803119743494,-0.426751128992144,-0.42800863072237655,0.56968622490316,-0.34294154063844845,0.3932975381593464,0.12231842148431019,Industry
33,industry_Health,0.02863138238331959,0.1489488133094252,0.00852571141784238,0.3061077771648975,0.162198822013569,0.005901929156132886,0.006204615243682698,0.23837358983536652,0.013339067231514542,-0.2750774989152718,Industry
34,industry_Human Ressources,-0.5582944938499923,-0.13329083973189382,0.17814187532239706,-0.26125901859075507,-0.13876832101338885,0.24069776987937144,0.040401890917890065,-0.5484786427754648,0.4703371812926022,-0.37507496172579907,Industry
35,industry_Industry,0.0479183808442871,0.07898896894541661,-0.11433655246399302,-0.1591689490819275,-0.038016482705681684,0.18521821575514893,0.08082781262057677,-0.4144737710185545,0.08052643903754231,0.45996641662842824,Industry
36,industry_Law,0.2783075701083127,-0.4183405529041462,1.2635437853022848,3.651655598243496,-0.524732078230406,0.3419421292446717,-0.03562768231754537,1.1668709360325955,-0.26551248375021796,-0.5338598012658304,Industry
37,industry_Non profit Organization,-0.3552375741921083,-0.3240215542360766,0.1064890509729539,-0.46110804843387254,0.1403491441079469,-0.10728501281125548,-0.038582363337019074,0.48761453999336923,-0.10692660313965538,-0.3705596171706187,Industry
38,industry_Other,-0.16931084078204994,0.2692446511273103,-0.06632011480735069,-0.20176324425234574,0.25479305277703823,-0.15686899408611416,0.007690432249539487,0.19261634342971307,0.0790890410438504,-0.4285673010806822,Industry
39,industry_Public & Government,0.10108009465424406,-0.1536048677077422,0.061871723866826295,-0.18347791665265745,0.25752546545717786,-0.08644712594946952,-0.30890629500771166,0.6261898134941027,-0.29545613584926894,0.18085274471944054,Industry
40,industry_Retail,-0.30800806858921603,0.7611558439696658,-0.5333287254805034,-0.1793219540853154,0.06862483256741363,-0.1546001729487977,0.34854203474131773,0.08080885092022007,0.19774001577679615,-2.959634614003949,Industry
41,industry_Security & Defense,-0.4431820163494162,0.17880952892695193,-0.8628314823375441,0.022197474071051687,0.2529364450259651,0.38870158675401273,-0.03783930099058548,-0.22203627156266548,0.5510334638314843,-1.0661417395583888,Industry
42,industry_Social,-0.9744273371036091,0.06317838856059839,-0.24724233506937418,-0.43637701549493213,0.49723661969983773,-0.20667506969289864,-0.37909275907618795,1.2431888405025955,-0.45573928243405176,-0.15273952782719813,Industry
43,industry_Technology & Science,0.412447236726069,0.07422111705272055,-0.17716352611110844,0.07850130070857472,-0.36188721716853844,0.19832640445626762,0.19969244281547624,-0.9979089546950627,0.2098561052798094,0.6094286787755523,Industry
44,industry_Unidentified,-0.020195376311007894,-0.029479123012159644,-0.023557729996035094,-0.27795202493734944,-0.08338655015225761,0.11385741588290921,0.3435098308901678,-0.5049733251162045,0.12796961440922594,-0.667120333565609,Industry
45,payed_bad payed,-0.7334162601102856,0.2937191144712636,-0.07443643503102063,-0.21795284868748863,0.1048457791571142,-0.08031255139375569,-0.09261790594354098,0.3855405976985437,-0.12912034734534023,-0.46141029295935765,Experience
46,payed_very bad payed ,-0.9421440637340086,0.8928077067253426,-0.4986226816119671,-0.08810367343913822,0.43948681677875945,0.10495747450503734,0.325348638592925,0.5996330190344484,0.08439892278934434,-1.6095712841496586,Experience
47,payed_very well payed,0.8579573747171322,-0.0694697973757287,-0.08583378206066737,0.5012461177006382,-0.27827582983924193,0.18116807534733875,0.10156981094202756,-0.6192571309155428,0.13019795182481134,0.41719801726470046,Experience
48,payed_well payed,0.030806390850067974,-0.16303756552537152,0.10118513170942192,-0.11577977796904076,0.058115172037183034,-0.04627520389470007,-0.010007939641680235,0.06007662688689274,0.00572372850982942,0.11708022198097026,Experience
